# frequency amplitude_GR amplitude_mod_GR
5.000000000000000000e+02 1.964042695254530548e-27 1.612742745838374534e-26
5.001000000000000227e+02 1.957551294788136702e-27 1.608039894499492251e-26
5.002000000000000455e+02 1.951082129714735225e-27 1.603351399419410013e-26
5.003000000000000114e+02 1.944635120460275643e-27 1.598677214218157916e-26
5.004000000000000341e+02 1.938210187750750912e-27 1.594017292676032195e-26
5.005000000000000000e+02 1.931807252610915301e-27 1.589371588732943769e-26
5.006000000000000227e+02 1.925426236363246227e-27 1.584740056487920321e-26
5.007000000000000455e+02 1.919067060626596852e-27 1.580122650198419542e-26
5.008000000000000114e+02 1.912729647315087600e-27 1.575519324279789307e-26
5.009000000000000341e+02 1.906413918636948172e-27 1.570930033304688537e-26
5.010000000000000000e+02 1.900119797093208529e-27 1.566354732002427712e-26
5.011000000000000227e+02 1.893847205476771927e-27 1.561793375258520879e-26
5.012000000000000455e+02 1.887596066870985010e-27 1.557245918113962161e-26
5.013000000000000114e+02 1.881366304648687171e-27 1.552712315764763715e-26
5.014000000000000341e+02 1.875157842470904405e-27 1.548192523561291641e-26
5.015000000000000000e+02 1.868970604285789614e-27 1.543686497007745105e-26
5.016000000000000227e+02 1.862804514327439867e-27 1.539194191761572323e-26
5.017000000000000455e+02 1.856659497114790787e-27 1.534715563632909502e-26
5.018000000000000114e+02 1.850535477450415514e-27 1.530250568583984484e-26
5.019000000000000341e+02 1.844432380419485455e-27 1.525799162728606198e-26
5.020000000000000000e+02 1.838350131388543785e-27 1.521361302331540181e-26
5.021000000000000227e+02 1.832288656004461884e-27 1.516936943807996301e-26
5.022000000000000455e+02 1.826247880193291046e-27 1.512526043723056518e-26
5.023000000000000114e+02 1.820227730159149323e-27 1.508128558791110371e-26
5.024000000000000341e+02 1.814228132383137799e-27 1.503744445875326933e-26
5.025000000000000000e+02 1.808249013622175068e-27 1.499373661987056440e-26
5.026000000000000227e+02 1.802290300908001032e-27 1.495016164285347297e-26
5.027000000000000455e+02 1.796351921545991295e-27 1.490671910076348570e-26
5.028000000000000114e+02 1.790433803114121854e-27 1.486340856812786528e-26
5.029000000000000341e+02 1.784535873461864212e-27 1.482022962093422521e-26
5.030000000000000000e+02 1.778658060709105227e-27 1.477718183662504556e-26
5.031000000000000227e+02 1.772800293245069484e-27 1.473426479409229480e-26
5.032000000000000455e+02 1.766962499727293320e-27 1.469147807367236454e-26
5.033000000000000114e+02 1.761144609080486204e-27 1.464882125714026377e-26
5.034000000000000341e+02 1.755346550495527010e-27 1.460629392770470855e-26
5.035000000000000000e+02 1.749568253428375259e-27 1.456389567000254015e-26
5.036000000000000227e+02 1.743809647599047297e-27 1.452162607009373719e-26
5.037000000000000455e+02 1.738070662990537231e-27 1.447948471545589695e-26
5.038000000000000114e+02 1.732351229847791311e-27 1.443747119497913559e-26
5.039000000000000341e+02 1.726651278676705271e-27 1.439558509896113766e-26
5.040000000000000000e+02 1.720970740242970292e-27 1.435382601910121263e-26
5.041000000000000227e+02 1.715309545571177960e-27 1.431219354849590972e-26
5.042000000000000455e+02 1.709667625943785325e-27 1.427068728163389812e-26
5.043000000000000114e+02 1.704044912899947584e-27 1.422930681438990578e-26
5.044000000000000341e+02 1.698441338234674705e-27 1.418805174402064999e-26
5.045000000000000000e+02 1.692856833997712895e-27 1.414692166915920672e-26
5.046000000000000227e+02 1.687291332492601854e-27 1.410591618981023517e-26
5.047000000000000455e+02 1.681744766275607904e-27 1.406503490734457666e-26
5.048000000000000114e+02 1.676217068154746801e-27 1.402427742449446491e-26
5.049000000000000341e+02 1.670708171188849596e-27 1.398364334534875910e-26
5.050000000000000000e+02 1.665218008686467787e-27 1.394313227534746255e-26
5.051000000000000227e+02 1.659746514204918727e-27 1.390274382127683814e-26
5.052000000000000455e+02 1.654293621549414266e-27 1.386247759126522982e-26
5.053000000000000114e+02 1.648859264771856487e-27 1.382233319477673457e-26
5.054000000000000341e+02 1.643443378170058177e-27 1.378231024260751752e-26
5.055000000000000000e+02 1.638045896286777122e-27 1.374240834688088723e-26
5.056000000000000227e+02 1.632666753908529422e-27 1.370262712104118006e-26
5.057000000000000455e+02 1.627305886064861618e-27 1.366296617985028762e-26
5.058000000000000114e+02 1.621963228027308219e-27 1.362342513938232744e-26
5.059000000000000341e+02 1.616638715308412004e-27 1.358400361701870683e-26
5.060000000000000000e+02 1.611332283660792930e-27 1.354470123144340766e-26
5.061000000000000227e+02 1.606043869076237313e-27 1.350551760263845780e-26
5.062000000000000455e+02 1.600773407784695347e-27 1.346645235187885710e-26
5.063000000000000114e+02 1.595520836253357192e-27 1.342750510172785084e-26
5.064000000000000341e+02 1.590286091185747173e-27 1.338867547603245841e-26
5.065000000000000000e+02 1.585069109520777802e-27 1.334996309991866347e-26
5.066000000000000227e+02 1.579869828431825864e-27 1.331136759978674755e-26
5.067000000000000455e+02 1.574688185325734244e-27 1.327288860330619890e-26
5.068000000000000114e+02 1.569524117842102533e-27 1.323452573941230600e-26
5.069000000000000341e+02 1.564377563852076665e-27 1.319627863829979217e-26
5.070000000000000000e+02 1.559248461457687414e-27 1.315814693141970756e-26
5.071000000000000227e+02 1.554136748990843794e-27 1.312013025147421171e-26
5.072000000000000455e+02 1.549042365012378465e-27 1.308222823241179238e-26
5.073000000000000114e+02 1.543965248311253509e-27 1.304444050942320183e-26
5.074000000000000341e+02 1.538905337903581083e-27 1.300676671893660388e-26
5.075000000000000000e+02 1.533862573031783089e-27 1.296920649861327486e-26
5.076000000000000227e+02 1.528836893163654529e-27 1.293175948734279373e-26
5.077000000000000455e+02 1.523828237991513304e-27 1.289442532523881911e-26
5.078000000000000114e+02 1.518836547431340692e-27 1.285720365363482748e-26
5.079000000000000341e+02 1.513861761621816003e-27 1.282009411507899196e-26
5.080000000000000000e+02 1.508903820923554086e-27 1.278309635333050745e-26
5.081000000000000227e+02 1.503962665918128868e-27 1.274621001335462862e-26
5.082000000000000455e+02 1.499038237407297407e-27 1.270943474131868083e-26
5.083000000000000114e+02 1.494130476412079393e-27 1.267277018458736362e-26
5.084000000000000341e+02 1.489239324171909098e-27 1.263621599171861375e-26
5.085000000000000000e+02 1.484364722143788055e-27 1.259977181245913545e-26
5.086000000000000227e+02 1.479506612001437727e-27 1.256343729774019749e-26
5.087000000000000455e+02 1.474664935634428868e-27 1.252721209967315763e-26
5.088000000000000114e+02 1.469839635147364687e-27 1.249109587154543765e-26
5.089000000000000341e+02 1.465030652858998368e-27 1.245508826781587274e-26
5.090000000000000000e+02 1.460237931301451927e-27 1.241918894411088311e-26
5.091000000000000227e+02 1.455461413219310596e-27 1.238339755721983630e-26
5.092000000000000455e+02 1.450701041568866611e-27 1.234771376509119009e-26
5.093000000000000114e+02 1.445956759517220232e-27 1.231213722682790356e-26
5.094000000000000341e+02 1.441228510441522816e-27 1.227666760268369773e-26
5.095000000000000000e+02 1.436516237928086444e-27 1.224130455405840490e-26
5.096000000000000227e+02 1.431819885771635425e-27 1.220604774349423355e-26
5.097000000000000455e+02 1.427139397974442110e-27 1.217089683467134444e-26
5.098000000000000114e+02 1.422474718745523869e-27 1.213585149240382278e-26
5.099000000000000341e+02 1.417825792499880785e-27 1.210091138263572354e-26
5.100000000000000000e+02 1.413192563857570484e-27 1.206607617243637783e-26
5.101000000000000227e+02 1.408574977643105463e-27 1.203134552999742828e-26
5.102000000000000455e+02 1.403972978884446848e-27 1.199671912462755574e-26
5.103000000000000114e+02 1.399386512812339301e-27 1.196219662674914733e-26
5.104000000000000341e+02 1.394815524859510509e-27 1.192777770789433460e-26
5.105000000000000000e+02 1.390259960659821171e-27 1.189346204070044771e-26
5.106000000000000227e+02 1.385719766047531029e-27 1.185924929890648688e-26
5.107000000000000455e+02 1.381194887056516112e-27 1.182513915734895396e-26
5.108000000000000114e+02 1.376685269919465358e-27 1.179113129195792648e-26
5.109000000000000341e+02 1.372190861067124766e-27 1.175722537975305986e-26
5.110000000000000000e+02 1.367711607127506025e-27 1.172342109883959266e-26
5.111000000000000227e+02 1.363247454925166907e-27 1.168971812840475489e-26
5.112000000000000455e+02 1.358798351480400343e-27 1.165611614871353067e-26
5.113000000000000114e+02 1.354364244008430511e-27 1.162261484110454288e-26
5.114000000000000341e+02 1.349945079918801730e-27 1.158921388798709716e-26
5.115000000000000000e+02 1.345540806814498312e-27 1.155591297283646105e-26
5.116000000000000227e+02 1.341151372491139210e-27 1.152271178018988774e-26
5.117000000000000455e+02 1.336776724936460006e-27 1.148960999564398875e-26
5.118000000000000114e+02 1.332416812329299670e-27 1.145660730584943904e-26
5.119000000000000341e+02 1.328071583039032510e-27 1.142370339850819036e-26
5.120000000000000000e+02 1.323740985624767300e-27 1.139089796236930136e-26
5.121000000000000227e+02 1.319424968834566143e-27 1.135819068722496567e-26
5.122000000000000455e+02 1.315123481604858837e-27 1.132558126390756319e-26
5.123000000000000682e+02 1.310836473059523624e-27 1.129306938428483147e-26
5.123999999999999773e+02 1.306563892509300126e-27 1.126065474125703178e-26
5.125000000000000000e+02 1.302305689450981299e-27 1.122833702875266727e-26
5.126000000000000227e+02 1.298061813566733635e-27 1.119611594172503911e-26
5.127000000000000455e+02 1.293832214723380953e-27 1.116399117614866351e-26
5.128000000000000682e+02 1.289616842971661106e-27 1.113196242901532277e-26
5.128999999999999773e+02 1.285415648545522865e-27 1.110002939833059562e-26
5.130000000000000000e+02 1.281228581861426390e-27 1.106819178311014938e-26
5.131000000000000227e+02 1.277055593517634197e-27 1.103644928337621145e-26
5.132000000000000455e+02 1.272896634293505351e-27 1.100480160015391023e-26
5.133000000000000682e+02 1.268751655148755223e-27 1.097324843546738937e-26
5.133999999999999773e+02 1.264620607222849946e-27 1.094178949233691205e-26
5.135000000000000000e+02 1.260503441834202858e-27 1.091042447477451315e-26
5.136000000000000227e+02 1.256400110479556228e-27 1.087915308778093710e-26
5.137000000000000455e+02 1.252310564833271319e-27 1.084797503734198458e-26
5.138000000000000682e+02 1.248234756746608596e-27 1.081689003042479172e-26
5.138999999999999773e+02 1.244172638247119495e-27 1.078589777497478230e-26
5.140000000000000000e+02 1.240124161537870660e-27 1.075499797991151942e-26
5.141000000000000227e+02 1.236089278996832849e-27 1.072419035512573513e-26
5.142000000000000455e+02 1.232067943176196109e-27 1.069347461147571159e-26
5.143000000000000682e+02 1.228060106801643162e-27 1.066285046078354161e-26
5.143999999999999773e+02 1.224065722771794274e-27 1.063231761583240229e-26
5.145000000000000000e+02 1.220084744157384314e-27 1.060187579036211395e-26
5.146000000000000227e+02 1.216117124200714977e-27 1.057152469906647109e-26
5.147000000000000455e+02 1.212162816314987178e-27 1.054126405758975559e-26
5.148000000000000682e+02 1.208221774083561527e-27 1.051109358252294698e-26
5.148999999999999773e+02 1.204293951259370726e-27 1.048101299140069480e-26
5.150000000000000000e+02 1.200379301764294655e-27 1.045102200269807853e-26
5.151000000000000227e+02 1.196477779688367757e-27 1.042112033582650938e-26
5.152000000000000455e+02 1.192589339289290260e-27 1.039130771113126655e-26
5.153000000000000682e+02 1.188713934991690625e-27 1.036158384988765163e-26
5.153999999999999773e+02 1.184851521386552832e-27 1.033194847429809718e-26
5.155000000000000000e+02 1.181002053230439003e-27 1.030240130748800260e-26
5.156000000000000227e+02 1.177165485445058389e-27 1.027294207350374387e-26
5.157000000000000455e+02 1.173341773116408561e-27 1.024357049730800859e-26
5.158000000000000682e+02 1.169530871494288792e-27 1.021428630477742116e-26
5.158999999999999773e+02 1.165732735991695950e-27 1.018508922269947205e-26
5.160000000000000000e+02 1.161947322184027039e-27 1.015597897876818432e-26
5.161000000000000227e+02 1.158174585808618401e-27 1.012695530158196408e-26
5.162000000000000455e+02 1.154414482764039738e-27 1.009801792063981511e-26
5.163000000000000682e+02 1.150666969109534663e-27 1.006916656633851789e-26
5.163999999999999773e+02 1.146932001064347901e-27 1.004040096996914259e-26
5.165000000000000000e+02 1.143209535007070420e-27 1.001172086371354223e-26
5.166000000000000227e+02 1.139499527475200346e-27 9.983125980642299177e-27
5.167000000000000455e+02 1.135801935164308369e-27 9.954616054710235354e-27
5.168000000000000682e+02 1.132116714927613186e-27 9.926190820754271256e-27
5.168999999999999773e+02 1.128443823775264391e-27 9.897850014489752556e-27
5.170000000000000000e+02 1.124783218873796847e-27 9.869593372507537197e-27
5.171000000000000227e+02 1.121134857545483530e-27 9.841420632270710834e-27
5.172000000000000455e+02 1.117498697267823083e-27 9.813331532111930782e-27
5.173000000000000682e+02 1.113874695672842256e-27 9.785325811229797079e-27
5.173999999999999773e+02 1.110262810546566421e-27 9.757403209686114636e-27
5.175000000000000000e+02 1.106662999828386049e-27 9.729563468402524029e-27
5.176000000000000227e+02 1.103075221610546593e-27 9.701806329158067853e-27
5.177000000000000455e+02 1.099499434137448242e-27 9.674131534585320718e-27
5.178000000000000682e+02 1.095935595805161632e-27 9.646538828167992921e-27
5.178999999999999773e+02 1.092383665160821948e-27 9.619027954237865427e-27
5.180000000000000000e+02 1.088843600902006521e-27 9.591598657971361832e-27
5.181000000000000227e+02 1.085315361876209468e-27 9.564250685386985571e-27
5.182000000000000455e+02 1.081798907080268792e-27 9.536983783342275005e-27
5.183000000000000682e+02 1.078294195659710804e-27 9.509797699530402628e-27
5.183999999999999773e+02 1.074801186908337574e-27 9.482692182478081515e-27
5.185000000000000000e+02 1.071319840267497993e-27 9.455666981541672349e-27
5.186000000000000227e+02 1.067850115325617291e-27 9.428721846904870322e-27
5.187000000000000455e+02 1.064391971817612666e-27 9.401856529575548283e-27
5.188000000000000682e+02 1.060945369624323252e-27 9.375070781382832357e-27
5.188999999999999773e+02 1.057510268771987992e-27 9.348364354974481761e-27
5.190000000000000000e+02 1.054086629431632917e-27 9.321737003813516718e-27
5.191000000000000227e+02 1.050674411918569639e-27 9.295188482175750380e-27
5.192000000000000455e+02 1.047273576691785867e-27 9.268718545146565978e-27
5.193000000000000682e+02 1.043884084353482462e-27 9.242326948618509006e-27
5.193999999999999773e+02 1.040505895648467356e-27 9.216013449288154769e-27
5.195000000000000000e+02 1.037138971463608849e-27 9.189777804653214137e-27
5.196000000000000227e+02 1.033783272827294095e-27 9.163619773009741165e-27
5.197000000000000455e+02 1.030438760908944284e-27 9.137539113449617662e-27
5.198000000000000682e+02 1.027105397018393847e-27 9.111535585857244247e-27
5.198999999999999773e+02 1.023783142605430210e-27 9.085608950907296118e-27
5.200000000000000000e+02 1.020471959259202239e-27 9.059758970061454277e-27
5.201000000000000227e+02 1.017171808707731646e-27 9.033985405565967594e-27
5.202000000000000455e+02 1.013882652817339562e-27 9.008288020448597832e-27
5.203000000000000682e+02 1.010604453592178561e-27 8.982666578516279285e-27
5.203999999999999773e+02 1.007337173173657261e-27 8.957120844352006411e-27
5.205000000000000000e+02 1.004080773839931997e-27 8.931650583312190692e-27
5.206000000000000227e+02 1.000835218005414640e-27 8.906255561524186816e-27
5.207000000000000455e+02 9.976004682202081320e-28 8.880935545883204709e-27
5.208000000000000682e+02 9.943764871695954716e-28 8.855690304049695093e-27
5.208999999999999773e+02 9.911632376735669050e-28 8.830519604447003374e-27
5.210000000000000000e+02 9.879606826863004813e-28 8.805423216258407952e-27
5.211000000000000227e+02 9.847687852955719374e-28 8.780400909424218788e-27
5.212000000000000455e+02 9.815875087223925580e-28 8.755452454639848861e-27
5.213000000000000682e+02 9.784168163203268664e-28 8.730577623352173753e-27
5.213999999999999773e+02 9.752566715751844734e-28 8.705776187758033578e-27
5.215000000000000000e+02 9.721070381043056618e-28 8.681047920800331413e-27
5.216000000000000227e+02 9.689678796562361951e-28 8.656392596166512272e-27
5.217000000000000455e+02 9.658391601101802513e-28 8.631809988285572710e-27
5.218000000000000682e+02 9.627208434754294995e-28 8.607299872325086215e-27
5.218999999999999773e+02 9.596128938909735169e-28 8.582862024189238790e-27
5.220000000000000000e+02 9.565152756249482376e-28 8.558496220515824211e-27
5.221000000000000227e+02 9.534279530741443102e-28 8.534202238673730027e-27
5.222000000000000455e+02 9.503508907635590405e-28 8.509979856760605806e-27
5.223000000000000682e+02 9.472840533458860947e-28 8.485828853600122409e-27
5.223999999999999773e+02 9.442274056009847554e-28 8.461749008739239897e-27
5.225000000000000000e+02 9.411809124355192154e-28 8.437740102446307671e-27
5.226000000000000227e+02 9.381445388823695396e-28 8.413801915707950684e-27
5.227000000000000455e+02 9.351182501001403808e-28 8.389934230226469347e-27
5.228000000000000682e+02 9.321020113728257442e-28 8.366136828418154917e-27
5.228999999999999773e+02 9.290957881091580675e-28 8.342409493409805492e-27
5.230000000000000000e+02 9.260995458422753174e-28 8.318752009036981136e-27
5.231000000000000227e+02 9.231132502291586762e-28 8.295164159841053664e-27
5.232000000000000455e+02 9.201368670502112108e-28 8.271645731067037025e-27
5.233000000000000682e+02 9.171703622087812969e-28 8.248196508660968561e-27
5.233999999999999773e+02 9.142137017306921410e-28 8.224816279267588722e-27
5.235000000000000000e+02 9.112668517637768636e-28 8.201504830227745277e-27
5.236000000000000227e+02 9.083297785774438944e-28 8.178261949576213662e-27
5.237000000000000455e+02 9.054024485621517888e-28 8.155087426038847202e-27
5.238000000000000682e+02 9.024848282290289708e-28 8.131981049030618437e-27
5.238999999999999773e+02 8.995768842093862162e-28 8.108942608653113736e-27
5.240000000000000000e+02 8.966785832542562192e-28 8.085971895691971943e-27
5.241000000000000227e+02 8.937898922339335182e-28 8.063068701614546879e-27
5.242000000000000455e+02 8.909107781375594426e-28 8.040232818567713335e-27
5.243000000000000682e+02 8.880412080726240126e-28 8.017464039375200974e-27
5.243999999999999773e+02 8.851811492645765351e-28 7.994762157535629908e-27
5.245000000000000000e+02 8.823305690563287598e-28 7.972126967219735548e-27
5.246000000000000227e+02 8.794894349078383902e-28 7.949558263268345353e-27
5.247000000000000455e+02 8.766577143956630005e-28 7.927055841189876310e-27
5.248000000000000682e+02 8.738353752125385244e-28 7.904619497158205501e-27
5.248999999999999773e+02 8.710223851669016036e-28 7.882249028010144626e-27
5.250000000000000000e+02 8.682187121824824259e-28 7.859944231243194338e-27
5.251000000000000227e+02 8.654243242978572068e-28 7.837704905013268445e-27
5.252000000000000455e+02 8.626391896660381583e-28 7.815530848132538646e-27
5.253000000000000682e+02 8.598632765540119798e-28 7.793421860066906183e-27
5.253999999999999773e+02 8.570965533423393332e-28 7.771377740933998681e-27
5.255000000000000000e+02 8.543389885246892081e-28 7.749398291500558578e-27
5.256000000000000227e+02 8.515905507074658406e-28 7.727483313180646589e-27
5.257000000000000455e+02 8.488512086093299843e-28 7.705632608032942605e-27
5.258000000000000682e+02 8.461209310608234973e-28 7.683845978758871675e-27
5.258999999999999773e+02 8.433996870039220027e-28 7.662123228700204806e-27
5.260000000000000000e+02 8.406874454915988492e-28 7.640464161836702803e-27
5.261000000000000227e+02 8.379841756874837777e-28 7.618868582784390056e-27
5.262000000000000455e+02 8.352898468653325348e-28 7.597336296792666020e-27
5.263000000000000682e+02 8.326044284087104712e-28 7.575867109742666528e-27
5.263999999999999773e+02 8.299278898105410771e-28 7.554460828144893289e-27
5.265000000000000000e+02 8.272602006726941571e-28 7.533117259136965350e-27
5.266000000000000227e+02 8.246013307055644989e-28 7.511836210481435136e-27
5.267000000000000455e+02 8.219512497277269526e-28 7.490617490563960347e-27
5.268000000000000682e+02 8.193099276654254158e-28 7.469460908390544591e-27
5.268999999999999773e+02 8.166773345522804671e-28 7.448366273586073753e-27
5.270000000000000000e+02 8.140534405287844501e-28 7.427333396391489187e-27
5.271000000000000227e+02 8.114382158419981650e-28 7.406362087662336999e-27
5.272000000000000455e+02 8.088316308450669389e-28 7.385452158866101949e-27
5.273000000000000682e+02 8.062336559968764217e-28 7.364603422080387961e-27
5.273999999999999773e+02 8.036442618616456046e-28 7.343815689990810210e-27
5.275000000000000000e+02 8.010634191084966995e-28 7.323088775888616008e-27
5.276000000000000227e+02 7.984910985111131776e-28 7.302422493668942804e-27
5.277000000000000455e+02 7.959272709473502757e-28 7.281816657828723180e-27
5.278000000000000682e+02 7.933719073987429048e-28 7.261271083464033107e-27
5.278999999999999773e+02 7.908249789502974960e-28 7.240785586269078882e-27
5.280000000000000000e+02 7.882864567899226918e-28 7.220359982533033105e-27
5.281000000000000227e+02 7.857563122081399388e-28 7.199994089138588279e-27
5.282000000000000455e+02 7.832345165977113031e-28 7.179687723559959377e-27
5.283000000000000682e+02 7.807210414532042378e-28 7.159440703860529131e-27
5.283999999999999773e+02 7.782158583706515051e-28 7.139252848691106023e-27
5.285000000000000000e+02 7.757189390471460773e-28 7.119123977287661402e-27
5.286000000000000227e+02 7.732302552804586388e-28 7.099053909469386589e-27
5.287000000000000455e+02 7.707497789687166996e-28 7.079042465636926482e-27
5.288000000000000682e+02 7.682774821099332211e-28 7.059089466769882771e-27
5.288999999999999773e+02 7.658133368017513780e-28 7.039194734425476591e-27
5.290000000000000000e+02 7.633573152409699553e-28 7.019358090735946992e-27
5.291000000000000227e+02 7.609093897232184263e-28 6.999579358406886418e-27
5.292000000000000455e+02 7.584695326425713155e-28 6.979858360715137105e-27
5.293000000000000682e+02 7.560377164912275813e-28 6.960194921507105034e-27
5.293999999999999773e+02 7.536139138590956523e-28 6.940588865196555883e-27
5.295000000000000000e+02 7.511980974334192698e-28 6.921040016762542986e-27
5.296000000000000227e+02 7.487902399984586636e-28 6.901548201747781559e-27
5.297000000000000455e+02 7.463903144351075163e-28 6.882113246256580966e-27
5.298000000000000682e+02 7.439982937205256206e-28 6.862734976952832947e-27
5.298999999999999773e+02 7.416141509277841833e-28 6.843413221058203607e-27
5.300000000000000000e+02 7.392378592255246701e-28 6.824147806350202004e-27
5.301000000000000227e+02 7.368693918775792673e-28 6.804938561160245858e-27
5.302000000000000455e+02 7.345087222426236285e-28 6.785785314371718659e-27
5.303000000000000682e+02 7.321558237738376036e-28 6.766687895418224796e-27
5.303999999999999773e+02 7.298106700185356546e-28 6.747646134281582083e-27
5.305000000000000000e+02 7.274732346178153874e-28 6.728659861489900395e-27
5.306000000000000227e+02 7.251434913062286845e-28 6.709728908115875535e-27
5.307000000000000455e+02 7.228214139114133755e-28 6.690853105774796114e-27
5.308000000000000682e+02 7.205069763537596168e-28 6.672032286622734107e-27
5.308999999999999773e+02 7.182001526460648806e-28 6.653266283354739711e-27
5.310000000000000000e+02 7.159009168931565677e-28 6.634554929202737740e-27
5.311000000000000227e+02 7.136092432916252910e-28 6.615898057934194571e-27
5.312000000000000455e+02 7.113251061293937680e-28 6.597295503849740472e-27
5.313000000000000682e+02 7.090484797854426599e-28 6.578747101781683006e-27
5.313999999999999773e+02 7.067793387294459202e-28 6.560252687092141633e-27
5.315000000000000000e+02 7.045176575214495497e-28 6.541812095671203817e-27
5.316000000000000227e+02 7.022634108114890979e-28 6.523425163934929043e-27
5.317000000000000455e+02 7.000165733393389093e-28 6.505091728824037290e-27
5.318000000000000682e+02 6.977771199341055900e-28 6.486811627801638974e-27
5.318999999999999773e+02 6.955450255139187799e-28 6.468584698851645041e-27
5.320000000000000000e+02 6.933202650856052448e-28 6.450410780476959682e-27
5.321000000000000227e+02 6.911028137443776758e-28 6.432289711697850243e-27
5.322000000000000455e+02 6.888926466734482448e-28 6.414221332049831429e-27
5.323000000000000682e+02 6.866897391437791958e-28 6.396205481582343011e-27
5.323999999999999773e+02 6.844940665137021404e-28 6.378242000856723711e-27
5.325000000000000000e+02 6.823056042286270355e-28 6.360330730944581833e-27
5.326000000000000227e+02 6.801243278206767256e-28 6.342471513425858113e-27
5.327000000000000455e+02 6.779502129084168162e-28 6.324664190387407287e-27
5.328000000000000682e+02 6.757832351965105743e-28 6.306908604421063811e-27
5.328999999999999773e+02 6.736233704753995661e-28 6.289204598622016079e-27
5.330000000000000000e+02 6.714705946209736235e-28 6.271552016586894388e-27
5.331000000000000227e+02 6.693248835942904946e-28 6.253950702412391243e-27
5.332000000000000455e+02 6.671862134412057218e-28 6.236400500693173544e-27
5.333000000000000682e+02 6.650545602921225153e-28 6.218901256520567465e-27
5.333999999999999773e+02 6.629299003616473702e-28 6.201452815480751166e-27
5.335000000000000000e+02 6.608122099482645167e-28 6.184055023652867858e-27
5.336000000000000227e+02 6.587014654340375446e-28 6.166707727607523431e-27
5.337000000000000455e+02 6.565976432843399055e-28 6.149410774405325697e-27
5.338000000000000682e+02 6.545007200474516973e-28 6.132164011594607156e-27
5.338999999999999773e+02 6.524106723543562636e-28 6.114967287210463596e-27
5.340000000000000000e+02 6.503274769183850477e-28 6.097820449772729400e-27
5.341000000000000227e+02 6.482511105349037027e-28 6.080723348284316623e-27
5.342000000000000455e+02 6.461815500810264500e-28 6.063675832229661677e-27
5.343000000000000682e+02 6.441187725153282868e-28 6.046677751573204305e-27
5.343999999999999773e+02 6.420627548774964773e-28 6.029728956757442536e-27
5.345000000000000000e+02 6.400134742881050893e-28 6.012829298701743842e-27
5.346000000000000227e+02 6.379709079482255009e-28 5.995978628800240103e-27
5.347000000000000455e+02 6.359350331392203979e-28 5.979176798920706920e-27
5.348000000000000682e+02 6.339058272223752663e-28 5.962423661402541084e-27
5.348999999999999773e+02 6.318832676386342754e-28 5.945719069055390221e-27
5.350000000000000000e+02 6.298673319083340982e-28 5.929062875157642525e-27
5.351000000000000227e+02 6.278579976308531615e-28 5.912454933454559916e-27
5.352000000000000455e+02 6.258552424843556892e-28 5.895895098156882570e-27
5.353000000000000682e+02 6.238590442254983498e-28 5.879383223939241172e-27
5.353999999999999773e+02 6.218693806891439878e-28 5.862919165938602883e-27
5.355000000000000000e+02 6.198862297880489878e-28 5.846502779752556605e-27
5.356000000000000227e+02 6.179095695126121625e-28 5.830133921437991402e-27
5.357000000000000455e+02 6.159393779305647180e-28 5.813812447509357377e-27
5.358000000000000682e+02 6.139756331866846130e-28 5.797538214937141046e-27
5.358999999999999773e+02 6.120183135025423073e-28 5.781311081146524409e-27
5.360000000000000000e+02 6.100673971761785304e-28 5.765130904015557558e-27
5.361000000000000227e+02 6.081228625818224075e-28 5.748997541873652005e-27
5.362000000000000455e+02 6.061846881696733503e-28 5.732910853500432019e-27
5.363000000000000682e+02 6.042528524655523690e-28 5.716870698123809670e-27
5.363999999999999773e+02 6.023273340706475515e-28 5.700876935418589359e-27
5.365000000000000000e+02 6.004081116612436693e-28 5.684929425505000601e-27
5.366000000000000227e+02 5.984951639884492714e-28 5.669028028947242292e-27
5.367000000000000455e+02 5.965884698778979499e-28 5.653172606751805989e-27
5.368000000000000682e+02 5.946880082294932816e-28 5.637363020366108428e-27
5.368999999999999773e+02 5.927937580171472221e-28 5.621599131677129770e-27
5.370000000000000000e+02 5.909056982884864833e-28 5.605880803009685233e-27
5.371000000000000227e+02 5.890238081645664447e-28 5.590207897124947830e-27
5.372000000000000455e+02 5.871480668396811144e-28 5.574580277219445351e-27
5.373000000000000682e+02 5.852784535809669991e-28 5.558997806922789591e-27
5.373999999999999773e+02 5.834149477282642745e-28 5.543460350297029911e-27
5.375000000000000000e+02 5.815575286937702501e-28 5.527967771834693126e-27
5.376000000000000227e+02 5.797061759617748935e-28 5.512519936457360771e-27
5.377000000000000455e+02 5.778608690884677427e-28 5.497116709514628062e-27
5.378000000000000682e+02 5.760215877015620443e-28 5.481757956782011046e-27
5.378999999999999773e+02 5.741883115001652509e-28 5.466443544460322413e-27
5.380000000000000000e+02 5.723610202543798419e-28 5.451173339173369864e-27
5.381000000000000227e+02 5.705396938051437771e-28 5.435947207967179098e-27
5.382000000000000455e+02 5.687243120639411791e-28 5.420765018308380236e-27
5.383000000000000682e+02 5.669148550125174099e-28 5.405626638082648049e-27
5.383999999999999773e+02 5.651113027026811405e-28 5.390531935593635807e-27
5.385000000000000000e+02 5.633136352559700121e-28 5.375480779561105566e-27
5.386000000000000227e+02 5.615218328634622123e-28 5.360473039119949545e-27
5.387000000000000455e+02 5.597358757854750496e-28 5.345508583818478972e-27
